영화제목,아이디,평점,댓글
애플,ygh1****,7,"잊으려 하다가, 다시 영원히 기억할 수 있도록 되새겨주는 자발적인 망각에서의 기이한 희망을 제시한다."
방법: 재차의,kimg****,10,드라마부터 팬이어서 영화나온다고 했을때 기대를 많이 했는데 내용도 신박하고 실망 시키질 않네요.중간중간 갑툭튀가 있어서 좀 많이 놀라긴했는데  배우들도 연기 잘하시고 내용도 멋지네요  후반에 CG 너무 멋졌어요!!  지겨운 부분도 없고 시간도 엄청 빨리가는 느낌이었어요. 코로나만 아니면 더 대박나야되는 영화임!!!
괴기맨숀,2018****,8,알바라고 노잼이라고 하는 평점리뷰도 있는데 쫄보입장에서는 무서웠음..단편단편씩나와서 쫌 아쉬운정도 인형은 어우..
정글 크루즈,dlrb****,2,중간중간 pc요소 너무많아요..
뱀의 길,ygh1****,9,니이지마가 복수의 실체를 <거미의 눈>에서 알게 되고 자신과 같은 연장선상에 놓인 미야시타의 복수극을 도와주게 되며 죄악으로 구성된 사회에서 정확한 답을 모르는 미야시타를 위해 최후의 심판을 자행한다.결국 답을 모르는 것은 그도 우리도 당연한 사실이며 정답이 된다.
모가디슈,sjb1****,10,
랑종,rlar****,4,"무서운영화를 못보는데,,,그냥 다큐,,,  가끔씩놀랐때있는데...  그냥 갑자기나와서 깜놀임,,,"
CCTV,meta****,1,평점 조작할 시간에 영화를 제대로 만들지..흑백톤으로 가리고 가려도 반전을 넣고 넣어도 허섭함을 가릴 수 없다.개고구마
거미의 눈,ygh1****,7,"이 초라한 복수극을 기요시는 실체가 없는, 허상에 덮여져 있는 나무 토막이라고 정정하고 있는 듯하다."
모가디슈,7504****,9,류승완 했다.류승완 했어.
해치지않아,pepe****,2,진짜 미안하지만 재미가 없었음 연기만 잘했지
괴물의 아이,cogu****,4,중간까지 볼만하다가 큐타가 갑자기 청소년이 되고 인간세계 가는것보터 확 집중도가 떨어지고 뜬금없이 가슴속검이 된다던가 이야기가 산으로가고 개연성도 떨어짐 그냥 별로임 ~ 안보는걸 추천
컨테이젼,jysd****,8,"10년전 영화가 오늘이 될 줄이야..다만, 현실이 더 좋을거라고 믿기에 이겨낼 수 있다!"
모가디슈,whit****,10,"웃기고 긴장되고 뭉클하다. 생존을 위한 사투 속, 남과북의 뜨거운 무언가가..류승완식으로 잘 만들어졌다. 또 해냈다."
화려한 휴가,ykj7****,10,많은 생각을하게 되는 영화인것같다..
안시성,didd****,1,알바들 10점 테러 신났네
모가디슈,bhj0****,10,연출 연기 모두 최고였습니다보고싶어 기다리다 봤는데 역시 기대를 저버리지 않는 영화네요억지 감동도 없고가슴 먹먹함 강추입니다~~!!!
모가디슈,jack****,10,몰입도 짱이네요 짱 !!
모가디슈,dgsy****,10,조인성 너무 잘생겼고 배우들 연기 너무잘해요.
모가디슈,kjey****,10,시간 가는줄 몰랐어요몰입도 100 %아직도 가슴이 두근두근하네요
모가디슈,sspa****,10,존나 재밌다 개미쳣다 진짜 오랜만에 한국영화 재미있게 봤다
모가디슈,mast****,7,올해 가장 영화다운 국내영화입니다. 영상미는 좋았지만 내용부문이 살짝  아쉽네요
모가디슈,annn****,10,오랜만에 나온 한국 대작!! 꿀잼….!!!
랑종,fugg****,4,다른 공포영화들을 지저분하게 짜깁기 한 영화...
보스 베이비 2,shye****,9,초반에 나오는 장면이 시시할것 같다는 생각을 했는데 그렇지는 않네요.역시 이런 영화는 해피앤딩 예상 하지요
방법: 재차의,mast****,10,초반부부터 스토리예상이 갔지만 너무 재밌었습니다. 덕분에 드라마도 봐야겠네요
이스케이프 룸 2: 노 웨이 아웃,bagj****,10,너랑 봐서 모든 게 좋았다
방법: 재차의,knw2****,10,그리움으로  인한 혼신의 주술사 강력했음.
프리즌 이스케이프,zxc1****,5,"감옥 탈출 과정에선 긴장감과 스릴을 전달하고, 당시 남아공의 현실을 고발하는 것도 괜찮다. 단지 장르적인 재미와 정치적 메시지가 서로 어울리지 않아 어색해 보인다."
블러드 스크린,zxc1****,4,"강렬한 살인 장면은 장르적인 재미를 주고 있지만, 영화의 발동이 걸리기까지 다소 지루하고 쫓고 쫓기는 과정의 반복은 흥미롭지 않으며 전반적인 완성도는 기대 이하다."
덕혜옹주,esy0****,10,"2016년에 개봉했을 때 3번 정도 본 후 5년이 지난 지금 또 찾아서 봤는데 손예진님 , 박해일님 이외의 배우분들 모두 연기 너무 잘하시고 정말 잊으면 안되는 역사 .."
발신제한,tpwl****,10,하늘나라에서 당황하셧을듯
모가디슈,sue0****,10,기대하지않고 봤는데 볼만했음
라라랜드,2004****,10,꼭 봐야하는 인생영화. 보고나면 여운이 남아서 많은 생각에 잠긴다. OST도 매우 중독성있어 계속 듣게 되는 마법같은 영화.
랑종,wjd5****,6,곡성보다 나은 점은 없다
패왕별희 디 오리지널,qnrn****,10,"완성도가 엄청나다.더 나이 들어서 두 번, 세 번 더 곱씹고 싶다.머리가 띵하면서도 울컥한다... + 영화 보고 나서 여운...뭔가 또 보고 싶다 이것 보단 배우들의 표정이 눈에 아른거린다. 볼 때 눈물 나는 게 아니라 보고 나서 울컥한다. 대단한 영화..."
숙명,gome****,1,이 좋은 배우진을 가지고.... 모배우는 진짜 대사가 뭐라하는지 모르겄고
미 비포 유,my40****,10,절제된 스토리 딱히 슬프다기보단감성을 울린 최고에 배우들이최고로 감동을 준영화~또보고싶은 열번쯤 봐도 좋은 그런영화 제 인생영화입니다
블랙 위도우,been****,3,별로...
모가디슈,kdl2****,8,기대를 많이 해서인가 생각보다 별로다.중간에 살짝 잠이 올 정도.총격신이 약간 허황될 정도로 현실감이 없지만 그래도 킬링 타임용 영화는 되는듯 하다.
모가디슈,smfr****,10,"본래 영화 잘 안보는데 특히 코로나 때문에 영화관 가기 싫었는데억지로 갔는데..  젤 신나게 봄ㅜㅋㅋ 배우들 모두 연기 찰떡 소화!!전개 질질 끌지 않고, 심파 없고 스케일 커서 좋았음추천"
모가디슈,chae****,10,솔직히 큰 기대 안하고 봤는데 진짜 재밌었어요 마지막에 슬픈 부분도 좀 있고 제가 되게 재밌게 본 영화는 별로 없는데 진짜 오랜만에 재밌게 봤어용 ㅎㅎ진짜 추천드립니당
모가디슈,swci****,10,오랜만에 정말 재밌게 본 영화!!!정말 요즘 영화 다 잼없다던 제 친구도 재밌대용강추 꼭 보세요 긴장감 몰입갑 굳굳
모가디슈,rudd****,8,오랜만에 볼만한 한국영화 였어요.
모가디슈,ssc5****,10,이야기는 단순한 내용이다.하지만 나는 단순함 애서 한국영화의 발전을 보았다.모든 제작진 배우들에게 감사한 마음으로 영화관을 나왔다..
플래시드,gelg****,10,별로 무섭진 않고. 조연들의 만담이 재밌었다.
정글 크루즈,tgmo****,3,"하아,,에밀리가 왜 이영화를 찍었는지,,,이해가 안감 ㅜㅜ 어른이 보기엔 너무 유치하고 캐리비안의 해적,미이라, 인디아나 존스를 엉성하게 섞어놓은 영화  라고 표현하고  싶네요.   궁금하면 보시길"
스윗 프랑세즈,dofk****,10,남자 너무 섹시함; 죽었다는 소식은 안타까비
모가디슈,oran****,10,스토리구성과배우들의연기력 글구 찐한 감동~~~상영시간이 눈깜짝할정도로빠르게전개되어다시보고싶은 영화 이예요~~
모가디슈,math****,10,지금까지 본 한국 영화 중 손에 꼽을 정도... 진짜 깔끔하게 보기 좋았다...! 그냥 한 마디로 '류승완이 류승완 했다'
스파이더맨,sssu****,10,"곧 있으면 벌써 20년이 되는 영화, 큰 힘에는 큰 책임감이 따른다는 히어로의 고뇌와 히어로가 되기까지의 과정을 그린 성장드라마.  아이언맨1의 마지막 대사인 I am Ironman과는 또다른 감동을 주는 마지막 대사 I am Spider-Man. 단순히 액션에 초점을 맞춘 게 아니라 인물의 내면도 들여다보는 스토리, 공중액션의 새로운 장을 연 연출, 순수한 friendly neighborhood이자 성장하는 캐릭터를 완벽히 소화해낸 토비 맥과이어, spiderman-spiderman-here comes the spiderman-이라는 catchy한 ost까지 완벽하다. 대사 한줄한줄 의미가 깊다. 특히 사랑하는 M.J.에게 정체와 그 속마음을 숨기며 친구의 연인을 짝사랑하는 남자로서, 한편으로는 베일에 싸인 히어로로서 하는 대사가 기억에 남아 적어놓고 간다.             He asked me what I thought about you. I said, ""Spider-Man,""... I said, ""The great thing about M.J.... is when you look in her eyes, and she's looking back in yours... everything feels not quite normal. Because you feel stronger and weaker at the same time. You feel excited, and at the same time terrified. The truth is, you don't know what you feel except you know what kind of man you want to be. It's as if you've reached the unreachable and you weren't ready for it."""
모가디슈,yusu****,3,"추,천,안,함,,,"
고스트버스터즈,yong****,1,여자들의 열등감이 만들어낸 기괴한 영화
모가디슈,cemo****,10,오랜만에 좋은 영화봤습니다.~
미드나잇 선,seoh****,10,최애 영화 볼때마다 움 ㄹㅇ 꼭 봐야함
고질라 VS. 콩,woob****,10,그럼 이제 콩이 죽으면 콩의 종족은 멸종인가?
방법: 재차의,fog1****,1,진짜... 계속 뭐가 더 있겠지 하다가 끝나고... 중간에 나올껄 후회했습니다... 유치하고 뻔하고 걍 노잼이에요. 댓글 다 알바인가보네여 쿠폰있어서 무료로 봤는데도 짜증납니다...
퍼펙트맨,sekk****,8,요즘 우리나라 영화 잘 만드네..이정도면 훌륭.김사랑 너무 노멀하게 나와서 아쉽.. 미친듯이 이쁘고 화려하게 나왔으면 괜찮았을듯.. 너무 수수하네 나왔네..배역이 그래서 그런가..
모가디슈,cov1****,8,류승완의 지금까지 최고작품
모가디슈,na37****,10,오랜만에  잼있게 관람했네요
발신제한,1935****,10,너무 재미있는 영화였다
모가디슈,yong****,10,블랙호크다운의 주무대가 모기디슈였는데 한국 영화가 글로벌 영화로 스케일이 넓어지고 있음에 새삼 놀랍다.외국인 배우들과 현지 로케이션이 실전을 방불케하여 두시간 내내 긴장하였음
모가디슈,ljsk****,10,코로나만 아녔으면 무조건 천만영화!!
모가디슈,puma****,8,"평점이 높아서 기대가 커서 그런지 그닥이었다. 일단 줄거리가 너무 간단하다. 다들 아는 수준에서 내전이 난다. 북한 대사관이 공습을 받아 남측대사관에 신세를 지고 다 같이 해피하게 탈출한다. 너무 내용이 간단하다. 이거도 일종의 남북물 영화인데, 기존의 것 보다는 남북관계에서 좀 힘을 뺐다. 대신 이 영화는 현지인들의 폭동, 약탈 그런 것을 잘 그려냈다. 자동차 추격장면도 훌륭하다. 나의 관람포인트1. 현지인(흑인)들의 폭동, 약탈 연기2. 자동차 추격씬."
모가디슈,yhka****,10,지루하지않고넘재밌네요
"우리, 둘",psh2****,10,정말로 좋은 영화네요~~ 사랑이 뭔지를~~ 진정한 인생의 동반자가 되기 위한 소통과 상대를 인정하는 방법 등~~ 생각할게 많은 마지막에 눈 촉촉한 대작입니다
모가디슈,leec****,10,
모가디슈,kolo****,10,간만에 한국영화다운 한국영화 봤습니다. ^^*
찌라시 : 위험한 소문,kyea****,1,주조연급배우들 연기만 봐줄만 함. 음악 스토리 대사 다 엉망. 최상급 초신선 재료 가져다가 심각하게 짜게 만듬.
모가디슈,ansk****,10,it is so good !!!모가디슈 상황 실감 남신파적이지 않음연기준수추천 꾸욱
모가디슈,hnr4****,10,간만에 너무 재밌는영화 봤어요 ㅠㅠ기분 꿀꿀했는데 감사합니다~ 나중에 인터넷에 뜨면 또 보고싶네용
블랙 위도우,suhw****,10,솔직히 뭐라고 할말이없음 스칼렛이 나온다는것만으로도 봐야할 이유는 충분함. 영화 ost부터 스토리까지 완벽.. 그냥 보세요
랑종,suhw****,9,솔직히 전하고자 하는의미는 모르겠지만 공포의 종류중에서 다른느낌으로 공포먹음 정신적 공포를 줍니다 이영화는 개인적으로는 재미있었음
보스 베이비 2,bawo****,10,ㅠㅠ 잰짜 너무 재ㅣㅆ어요 ㅜㅜ
방법: 재차의,dbdk****,10,코로나 시국에 오랜만에 이렇게 재밌는 영화 본 것 같습니다. 일반적인 좀비와 달라서 더 재밌었던 것 같습니다
모가디슈,blue****,1,"쓰레기같은영화입니다 절대보지마세요 평점에 낚여서 봤는데 알바조작질이었습니다 서프라이즈수준의, 개연성이라고는 0.1만큼도 찾아볼수 없는 영화입니다 차라리 티켓값 13000원을 길거리 노숙자한테 기부할걸 그랬어요. 정치적소재로 욕하는거 아니고 그냥 영화짜임새 자체가 제3세계 영화보다 밑입니다. 영화관나오면서 언제쯤 마지막으로 이런 망작을 봤었는지 곱씹게 되는 영화입니다. 절 대 보 지 마 세 요"
모가디슈,wool****,10,류승완감독님 영화 처음 봤는데 정말 멋지네요 배우들 연기도 감동이고 특히 김윤석씨 와이프역하신분 어디서 본듯 한데 딕션 완전 좋으시고 눈에 들어오네요
매직아치,cybe****,10,여름방학 아이들에게  강추해요
모가디슈,dzxs****,10,"액션대작이다소재부터 사운드까지 모든게 신선하고 실제 소말리아에 고립된 느낌이었다!카체이싱액션은 역대급, 꼭 흥행에 성공해서 류승완감독님표 액션영화를 더 많이 볼 수 있기를 바란다 ㅎㅇㅌ"
애드 아스트라,kks3****,10,"인생 영화~~굿!!중딩아이가 과학, 우주에 관심이 있어서 같이 보는데 제가 감동 받았네요~아이도 너무 좋았다고!!'소중한 것에 집중하겠다는..'주인공의 명대사가   지금 제가 추구하는 인생관과 딱 맞아 떨어져서 더 좋았어요!!"
모가디슈,jang****,10,올해본 영화중 최고!!!
모가디슈,jisu****,9,전쟁없는 시대에 태어나서 다행이다..조인성 너무 멋있네..
랑종,daey****,1,밍 뒤치기밖에 기억에 안남음
방법: 재차의,real****,2,한국 영화의 한계. 중간중간 보다 실소가 나오네요
모가디슈,sing****,2,왜 선거기간 다가올때만 이런 영화가 개봉하는지.... 배우들보구 기대하고갔다가 실망만하고 옵니다. 제발 선동좀 그만하세요. 언제적 북한소재에요. 역겹습니다. 진심으로. 정치나 잘하세요. 문화계쪽에 OO마시고 돈 아깝네.
